Period 1996 - 2005 - Country - Unnamed: 0_level_2,Period 1996 - 2005 - Population  (thousands) - Unnamed: 1_level_2,Period 1996 - 2005 - Water footprint of consumption of agricultural products - Internal,Period 1996 - 2005 - Water footprint of consumption of agricultural products - Internal.1,Period 1996 - 2005 - Water footprint of consumption of agricultural products - Internal.2,Period 1996 - 2005 - Water footprint of consumption of agricultural products - External,Period 1996 - 2005 - Water footprint of consumption of agricultural products - External.1,Period 1996 - 2005 - Water footprint of consumption of agricultural products - External.2,Period 1996 - 2005 - Water footprint of consumption of industrial products - Internal,Period 1996 - 2005 - Water footprint of consumption of industrial products - Internal.1,Period 1996 - 2005 - Water footprint of consumption of industrial products - External,Period 1996 - 2005 - Water footprint of consumption of industrial products - External.1,Period 1996 - 2005 - Water footprint of domestic water consumption - Unnamed: 12_level_2,Period 1996 - 2005 - Water footprint of domestic water consumption - Unnamed: 13_level_2,Period 1996 - 2005 - Total water footprint of national consumption - Internal,Period 1996 - 2005 - Total water footprint of national consumption - Internal.1,Period 1996 - 2005 - Total water footprint of national consumption - Internal.2,Period 1996 - 2005 - Total water footprint of national consumption - External,Period 1996 - 2005 - Total water footprint of national consumption - External.1,Period 1996 - 2005 - Total water footprint of national consumption - External.2,Period 1996 - 2005 - Total water footprint of national consumption - Total,Period 1996 - 2005 - Total water footprint of national consumption - Total.1,Period 1996 - 2005 - Total water footprint of national consumption - Total.2,Period 1996 - 2005 - Total water footprint of national consumption - Total.3
,,Green,Blue,Grey,Green,Blue,Grey,Blue,Grey,Blue,Grey,blue,grey,Green,Blue,Grey,Green,Blue,Grey,Green,Blue,Grey,Total
Denmark,5339.5,512.6874447908384,3.675186661629124,75.25302385754439,709.3841885189402,66.40821914759687,58.92054860518255,1.94116489287289,4.56013754645387,15.76701546192711,160.96691771914936,7.678621593782189,17.323399150661913,512.6874447908384,13.294973148284203,97.13656055466018,709.3841885189402,82.17523460952397,219.88746632433188,1222.0716333097787,95.47020775780818,317.02402687899206,1634.565867946579
Dominica,68.1,2169.825860919183,0,23.865903210457024,361.83027386953603,80.05616309838514,45.60298626747488,0,0,3.470904140471395,31.816018304692626,0,0,2169.825860919183,0,23.865903210457024,361.83027386953603,83.52706723885653,77.41900457216751,2531.656134788719,83.52706723885653,101.28490778262453,2716.4681098102
Dominican Republic,8900.7,740.3715175344544,92.81598980865964,0,366.6214655082225,23.65318283900957,44.16985971297624,0.23794997644433016,3.972870013161791,1.514838460183644,13.77066528651572,12.246227824777828,101.89135624005156,740.3715175344544,105.30016760988178,105.86422625321335,366.6214655082225,25.168021299193214,57.94052499949196,1106.9929830426768,130.468188909075,163.80475125270533,1401.265923204457
East Timor   ,868.1000000000001,1747.9754524627908,42.96692806887742,0,48.09528824375791,10.612896261086368,13.58128848605696,0,0,0,0,0,0,1747.9754524627908,42.96692806887742,0,48.09528824375791,10.612896261086368,13.58128848605696,1796.0707407065488,53.57982432996379,13.58128848605696,1863.2318535225695
Ecuador,12367.900000000001,1388.6383083185262,116.443067956842,40.29382328731575,199.23003470208758,10.82289535289675,16.083038613008938,2.688937310494852,50.271415326007286,0.9508345922736868,9.941298180452458,17.14114764834774,154.27032883512967,1388.6383083185262,136.2731529156846,244.83556744845268,199.23003470208758,11.77372994517044,26.024336793461398,1587.8683430206138,148.04688286085505,270.8599042419141,2006.775130123383
Egypt,70957.60000000002,150.7601176296634,496.72131530628417,189.4932363348635,333.7516654291683,19.64656748982351,22.676345940449064,2.3681889676742967,44.61343893953934,0.45339222059572026,5.8431273216117825,7.469249241800736,67.22324317620662,150.7601176296634,506.55875351575924,301.3299184506095,333.7516654291683,20.09995971041923,28.519473262060846,484.5117830588317,526.6587132261784,329.84939171267035,1341.0198879976806
El Salvador,5944.500000000001,578.9087357326184,7.079130953991445,45.496203584503085,249.30046428310158,36.1223295272277,25.234669304733114,1.1733894542928565,21.433831738200897,1.2442789612466711,12.671695897710176,5.383127260492892,48.448145344436035,578.9087357326184,13.635647668777192,115.37818066714004,249.30046428310158,37.36660848847438,37.90636520244329,828.2092000157201,51.002256157251566,153.2845458695833,1032.496002042555
Eritrea,3786.8,533.0742172742414,1.86626137652788,0.4968569477180731,494.09070198227784,26.95800245805489,21.961340740850716,0.013045793280960507,0.24741028637481285,0.15150122059096688,1.8637066376205242,0.818633146720186,7.367698320481673,533.0742172742414,2.697940316529027,8.111965554574558,494.09070198227784,27.109503678645858,23.82504737847124,1027.1649192565192,29.807443995174882,31.937012933045803,1088.9093761847398
Estonia,1372.7,712.5336363937956,0.21903685183149496,77.84646403779495,601.9148629344471,139.0092292478936,34.98532294126683,1.2056194231258683,4.274434248555591,9.466976214461756,103.4437447689274,6.556421650761274,28.244388147952392,712.5336363937956,7.981077925718637,110.36528643430292,601.9148629344471,148.47620546235535,138.42906771019423,1314.4484993282429,156.457283388074,248.7943541444972,1719.7001368608142
Ethiopia,66511.70000000001,1107.703452646234,22.738284809438188,5.044841727132256,20.41415740563949,1.7563303350767165,3.145524542566695,0.015344282779281588,0.2892918018288331,0.07626205060690303,1.0075662283355342,0.5006637929867979,4.50597413688118,1107.703452646234,23.25429288520427,9.84010766584227,20.41415740563949,1.8325923856836195,4.15309077090223,1128.1176100518733,25.086885270887887,13.993198436744498,1167.1976937595057
Fiji Islands,803.6000000000001,1195.0167671242955,1.0334358996586603,29.563090225159076,415.5692597276015,57.05422922521528,17.953073277941673,0.5429290867148348,10.218364698254979,2.0561594525026816,25.80630706399491,1.2444001991040317,11.199601791936288,1195.0167671242955,2.820765185477527,50.98105671535034,415.5692597276015,59.110388677717964,43.75938034193658,1610.5860268518968,61.93115386319549,94.74043705728693,1767.2576177723793
Finland,5181.9,650.9748438292592,1.198057578112519,17.525120690066437,406.23128214922184,47.932587794822894,40.308836102169266,10.2158726594481,32.285115597779885,13.561301542759658,157.42987202629067,6.561299909299678,29.626496961961916,650.9748438292592,17.975230146860298,79.43673324980824,406.23128214922184,61.49388933758256,197.73870812845993,1057.206125978481,79.46911948444286,277.1754413782682,1413.850686841192
France,59435.50000000001,735.3222077284498,23.134176782630117,63.152071186233876,618.1275093730068,77.00696105468585,34.959968881820444,14.744026698823987,55.86528557567921,9.750494135812605,105.66222160308419,10.56607583010154,37.37321578867735,735.3222077284498,48.44427931155564,156.39057255059043,618.1275093730068,86.75745519049846,140.62219048490462,1353.4497171014566,135.20173450205408,297.0127630354951,1785.6642146390056
French Polynesia,237.9,907.2795516110174,2.6050201872223706,6.194551374178297,630.5959755403486,135.72112299696985,82.65595187438038,0,0,11.151249626277341,100.18971774069904,0,0,907.2795516110174,2.6050201872223706,6.194551374178297,630.5959755403486,146.87237262324717,182.8456696150794,1537.875527151366,149.47739281046955,189.0402209892577,1876.3931409510933
Gabon,1245.3000000000002,1020.3762860430667,10.056675463585266,6.6523621199365035,271.10958859834676,54.63751725561525,30.19033965227828,0.12045950631422016,2.858099797482721,0.5866554179364429,6.053405511597171,4.81811611659841,43.36304504938568,1020.3762860430667,14.995251086497897,52.873506966804904,271.10958859834676,55.22417267355169,36.24374516387545,1291.4858746414134,70.2194237600496,89.11725213068036,1450.8225505321432
Gambia,1324.9,541.8575252842659,1.1756716892804826,5.422266909137789,246.35706261251443,52.18481854734423,29.44277914021981,0.10994994728411601,2.0423633837745943,0.2404606955879318,2.759579721355021,0.5283417616423881,4.755075854781492,541.8575252842659,1.8139633982069867,12.219706147693875,246.35706261251443,52.425279242932156,32.20235886157483,788.2145878967804,54.23924264113914,44.4220650092687,886.8758955471883
Georgia,4719.9,1219.7168777658546,76.15111454490935,42.561609096741506,587.4254471991079,34.219480667243346,29.37956746774296,5.591900614657182,102.48001566465888,1.1027406316511625,16.31804801977587,15.254560477976229,137.29104430178606,1219.7168777658546,96.99757563754275,282.3326690631865,587.4254471991079,35.32222129889451,45.69761548751883,1807.1423249649624,132.31979693643726,328.0302845507053,2267.492406452105
Germany,82138.8,311.38556846392186,1.021980972799038,85.89226541563202,741.9253770219404,56.89001670747694,62.28706188215397,9.855743836420361,10.407963005330089,10.291928854417547,109.36248489702501,7.073392842359518,19.868797673952834,311.38556846392186,17.95111765157892,116.16902609491495,741.9253770219404,67.1819455618945,171.649546779179,1053.3109454858622,85.1330632134734,287.8185728740939,1426.2625815734295
Ghana,19784.5,1091.369696766237,1.9054305836943335,4.790480995198756,57.66292626126654,20.648351338079287,9.66477358777686,0.2058148782821475,3.8107593967251936,0.3840678047021676,4.550472847029031,1.1877985291516084,10.690186762364476,1091.369696766237,3.299043991128089,19.291427154288424,57.66292626126654,21.032419142781453,14.215246434805891,1149.0326230275036,24.331463133909544,33.50667358909432,1206.8707597505074
Greece,10937.4,890.9149905629561,205.98935775670108,87.95701920434176,761.1217134691196,96.36097050848485,78.16327523544398,1.0022499551710173,2.731939088787825,11.00276384637591,139.86373766211452,11.611534734031853,51.36881115437526,890.9149905629561,218.60314244590393,142.05776944750482,761.1217134691196,107.36373435486077,218.02701289755848,1652.0367040320757,325.96687680076474,360.08478234506333,2338.088363177904
Grenada,101.5,1267.2112304650545,2.1910711829230856,0,636.8647183529625,90.07357789662353,113.70471589753154,0,0,4.411096333288723,39.58766194945743,0,0,1267.2112304650545,2.1910711829230856,0,636.8647183529625,94.48467422991226,153.29237784698896,1904.075948818017,96.67574541283534,153.29237784698896,2154.044072077841
Guatemala,11412.4,712.9532463720279,13.018763586025676,50.28572303321654,136.07008343840852,17.679505899776505,19.804001667801057,0.8844334643084899,10.05559930045294,1.1279371985176283,11.215129408580347,1.1391118432582106,8.44082205238958,712.9532463720279,15.042308893592377,68.78214438605906,136.07008343840852,18.807443098294133,31.019131076381402,849.0233298104364,33.84975199188651,99.80127546244046,982.6743572647633
Guinea,8463.300000000001,1492.1264497924947,5.077297032508864,2.5290569116271127,52.74157000603367,26.30793468734704,10.191210485515409,0.09091250120525642,1.3806217838419643,0.1176609814615972,1.251881287551664,1.417886639963135,12.360974995516834,1492.1264497924947,6.586096173677254,16.270653690985913,52.74157000603367,26.42559566880864,11.443091773067072,1544.8680197985284,33.011691842485895,27.713745464052984,1605.5934571050673
Guinea-Bissau,1325.7,1028.7756351484215,63.074606409351524,0,31.193819046068526,40.0447846654204,11.090393122555174,0.22484268954946618,4.133769540706287,0.12385888137845302,1.5753661553845144,1.734932488496643,15.61439239646979,1028.7756351484215,65.03438158739763,19.74816193717608,31.193819046068526,40.168643546798855,12.665759277939689,1059.96945419449,105.20302513419648,32.413921215115764,1197.5864005438023
Guyana,759.1,1046.4840560955276,96.58321504651511,114.92782668515005,165.19091732555273,22.09112557462748,39.60931158095759,0.4902076313391521,9.072060795780775,1.344479047150061,13.071982438439337,3.952048478461336,35.568436306152016,1046.4840560955276,101.0254711563156,159.56832378708285,165.19091732555273,23.435604621777543,52.68129401939692,1211.6749734210803,124.46107577809313,212.2496178064798,1548.3856670056532
Haiti,8719.4,780.8767494633064,25.764224803374876,0,141.0365936992544,49.76464615565696,23.888532823623414,0.04463001751274863,0.846610120044675,0.1819082903212521,1.675157028944996,0.5734339518774229,5.160905566896806,780.8767494633064,26.382288772765047,6.007515686941481,141.0365936992544,49.94655444597821,25.56368985256841,921.9133431625609,76.32884321874326,31.57120553950989,1029.813391920814
Honduras,6299.4,913.4640198236249,17.965433768770257,55.57666835670584,123.27229363696438,27.35578600215759,16.066942466888847,0.3421545463567131,5.826714173046517,0.651300191548185,5.823440677407126,1.1112169412959967,10.000952471663972,913.4640198236249,19.418805256422967,71.40433500141633,123.27229363696438,28.00708619370577,21.890383144295974,1036.7363134605894,47.42589145012874,93.2947181457123,1177.4569230564305
Hungary,10199.8,1547.1701750684178,7.229744366814705,199.96596817248428,369.1787959105362,34.63305768650081,24.49241625177035,10.265575703130066,66.16947584865967,6.578551992408596,73.87952911947075,6.960920802368674,37.34074512443751,1547.1701750684178,24.456240872313447,303.47618914558143,369.1787959105362,41.21160967890941,98.3719453712411,1916.348970978954,65.66785055122286,401.8481345168225,2383.8649560469994
Iceland,282.2,14.482436657273126,0,5.818085714195608,1468.8746415740673,82.27595046236426,88.12008196482219,13.96835291377955,114.34416578794766,19.981308398759975,207.41633026040768,17.717930545712264,75.7187251528313,14.482436657273126,31.68628345949182,195.88097665497457,1468.8746415740673,102.25725886112424,295.53641222522987,1483.3570782313404,133.94354232061605,491.41738888020444,2108.7180094321607
India,1051289.5,685.4857783425233,210.54789019320282,91.63305803719228,22.39727057564672,2.072832289029798,1.7935395176534688,1.200373152984714,22.686932374603177,0.09372991988583793,1.160291955842473,4.969135523564156,44.72221971207741,685.4857783425233,216.71739886975166,159.04221012387288,22.39727057564672,2.166562208915636,2.9538314734959417,707.88304891817,218.8839610786673,161.9960415973688,1088.763051594206
Indonesia,206706.2,854.814387093274,45.53831305456699,77.11988277783327,77.83642537780243,24.038969014311334,7.5141823996870905,0.08344635914485861,1.3544899959846743,0.2801859453583408,3.2588252586156914,3.202613177543779,28.478738077792233,854.814387093274,48.82437259125564,106.95311085161016,77.83642537780243,24.319154959669675,10.773007658302783,932.6508124710765,73.1435275509253,117.72611850991296,1123.5204585319148
Iran,67157.70000000001,749.3607379767046,558.335777370379,122.89879460829222,289.54244545039694,20.06477857073945,14.929290803961642,0.5528191938529119,9.582505058908104,0.6490971661653234,8.240870831715371,9.232001691540956,83.0880152238686,749.3607379767046,568.1205982557728,215.56931489106893,289.54244545039694,20.71387573690477,23.170161635677015,1038.9031834271016,588.8344739926777,238.73947652674593,1866.477133946525
Ireland,3868.6,278.8016076469723,0.0636749538697765,37.662171315118854,660.7922229254623,90.89651082221394,65.52380971810138,2.867078425436547,11.924227252309082,8.115180185248246,107.69958018732888,6.7207775422633524,30.346442225622805,278.8016076469723,9.651530921569675,79.93284079305074,660.7922229254623,99.01169100746219,173.22338990543025,939.5938305724345,108.66322192903186,253.15623069848098,1301.4132831999475
Israel,6134.0,207.38592391177926,134.22951855054666,54.33512822563598,1583.0784457866266,98.86040705964113,89.07317427541915,0.6499088141709807,1.314712674355624,9.266058267406088,97.00202611096523,10.270622758395826,17.231886440307324,207.38592391177926,145.1500501231135,72.88172734029892,1583.0784457866266,108.12646532704721,186.0752003863844,1790.4643696984058,253.2765154501607,258.9569277266833,2302.69781287525
Italy,57520.5,629.304668122924,43.93094823172603,94.16422027246414,1091.1588914096587,116.96041931170407,82.41994950563618,8.70448823220536,47.660785187276346,9.098916942034807,97.8497524761705,14.029780686885546,67.66035320349621,629.304668122924,66.66521715081694,209.4853586632367,1091.1588914096587,126.05933625373888,180.2697019818067,1720.4635595325826,192.72455340455582,389.7550606450434,2302.9431735821818
Jamaica,2578.4,838.5294128590243,17.328516213047077,16.213974144978124,585.7143487843759,63.78166473402174,75.72222609245928,0.9997411525845441,18.837400006917793,2.4600597204206194,22.304059030248123,5.429723859757989,48.86751473782191,838.5294128590243,23.75798122538961,83.91888888971782,585.7143487843759,66.24172445444236,98.0262851227074,1424.2437616434001,89.99970567983196,181.9451740124252,1696.1886413356574
Japan,126741.3,176.55829430559834,10.951183469182832,16.640172976536668,832.8004566160416,54.67867717241661,82.9515314284506,4.605429338058944,26.768375906950027,7.017683295848831,82.8500781349869,13.72875297949445,69.47338393387447,176.55829430559834,29.285365786736225,112.88193281736118,832.8004566160416,61.69636046826544,165.8016095634375,1009.35875092164,90.98172625500167,278.6835423807987,1379.0240195574402
Jordan,4956.1,112.49999369335198,75.80136832003244,10.078600236659643,1126.3084731197669,163.84648740902196,103.71745981253771,0.2838934365507109,2.3291354099836905,3.4621844893540445,42.44404071624437,5.8776053751942055,31.37045240952778,112.49999369335198,81.96286713177736,43.77818805617111,1126.3084731197669,167.308671898376,146.16150052878208,1238.808466813119,249.27153903015338,189.93968858495322,1678.0196944282256
Kazakhstan,15160.4,1710.5754488448786,344.2194599319842,16.533534115345798,81.10505192511205,16.430147877627387,13.03187354250888,7.378122576265468,124.11062035265613,1.4778488045692606,22.574590235275366,3.891717896625419,35.02546106962877,1710.5754488448786,355.4893004048751,175.6696155376307,81.10505192511205,17.907996682196647,35.60646377778424,1791.6805007699904,373.39729708707176,211.27607931541496,2376.353877172477
Kenya,31935.300000000003,875.1338254748553,9.252350117865463,8.54903667726659,155.84104698828324,23.322374340429775,8.680800533532315,0.13580314529897328,2.395116304850247,0.24969286542471236,3.1819244655976355,1.4717256452890688,13.116349750710167,875.1338254748553,10.859878908453505,24.060502732827004,155.84104698828324,23.572067205854488,11.862724999129952,1030.9748724631386,34.43194611430799,35.923227731956956,1101.3300463094035
Kiribati,85.0,2341.553609844838,0,0,314.7176711766016,148.21671989374929,47.96483132898961,0,0,0.5366279542934375,6.168858634359552,0,0,2341.553609844838,0,0,314.7176711766016,148.75334784804272,54.13368996334916,2656.2712810214393,148.75334784804272,54.13368996334916,2859.1583188328314
"Korea, Dem People's Rep",22867.100000000002,542.4846302162712,58.09175543294726,0,90.96010129475968,16.708965438689333,14.574316359043587,4.183240018822866,79.17814461477222,0.24713447707017291,3.6706830292890755,7.82783999720122,70.45055997481097,542.4846302162712,70.10283544897133,149.6287045895832,90.96010129475968,16.95609991575951,18.244999388332662,633.4447315110309,87.05893536473086,167.87370397791585,888.3773708536776
"Korea, Republic",46443.0,252.43742410290633,9.782909646560078,24.343474474953343,1032.7154034824666,79.68678557662163,91.86717805444063,1.8643633753136266,6.588863856319365,5.738678242264377,62.35261435943559,14.254031823956248,47.67254304960741,252.43742410290633,25.90130484582995,78.60488138088013,1032.7154034824666,85.42546381888602,154.21979241387623,1285.152827585373,111.32676866471596,232.82467379475634,1629.3042700448452
Kuwait,2251.5,6.613483789490912,22.918687040038822,6.401982543103964,1412.89195317894,246.01917381760526,138.2433494822262,0.23931643352316437,4.34148214748692,4.9369851439509835,51.90959871671644,17.788141239173886,160.09327115256497,6.613483789490912,40.94614471273588,170.83673584315585,1412.89195317894,250.95615896155627,190.15294819894265,1419.505436968431,291.9023036742921,360.98968404209853,2072.3974246848215
Kyrgyzstan,4961.6,495.42108519248166,240.82227227217115,14.375633432317816,593.4851217599272,26.921820592684018,16.835444272785285,2.431332508493547,32.2966417910392,0.9701239821223394,16.963405319660023,6.449532408900354,52.46304907728114,495.42108519248166,249.703137189565,99.13532430063816,593.4851217599272,27.891944574806356,33.79884959244531,1088.9062069524089,277.59508176437134,132.93417389308345,1499.4354626098636
Laos,5431.9,890.9519560334317,64.22224982583973,0.15456979308358446,27.320886608111994,3.947263488514657,2.4214756451211366,1.176241151556013,21.53887026205022,0.3337569892589715,5.447336198374658,2.3932693900845012,21.539424510760508,890.9519560334317,67.79176036748024,43.23286456589431,27.320886608111994,4.2810204777736285,7.868811843495796,918.2728426415437,72.07278084525386,51.10167640939011,1041.4472998961876
Latvia,2368.7,1036.6000445719092,0.19322008265362042,107.30663909970269,289.8758708659435,39.63308889968337,24.483514247689246,1.690917079431864,9.842655380765308,15.852276301625139,231.49734387803525,6.75475999493393,33.03055394466179,1036.6000445719092,8.638897157019414,150.1798484251298,289.8758708659435,55.48536520130851,255.9808581257245,1326.4759154378526,64.12426235832793,406.1607065508543,1796.7608843470348
Lebanon,3816.5,303.41667380681326,174.84743670331892,33.70966126000149,1244.9807534530983,142.66976974318615,76.71769217766334,1.8097429528357767,10.962305432638432,5.36849477319153,69.44887922529132,9.956766671033671,37.656019343700386,303.41667380681326,186.61394632718836,82.3279860363403,1244.9807534530983,148.0382645163777,146.16657140295465,1548.3974272599114,334.6522108435661,228.494557439295,2111.5441955427723
Lesotho,1890.3000000000002,1533.459537923456,2.8797474024211533,0.6988019775138132,40.22786914229343,32.81420881774096,11.03672461183119,0.2918355462257001,5.296389552187229,0.1590999621831751,2.098376531212003,1.0580331164365444,9.5222980479289,1533.459537923456,4.229616065083398,15.517489577629942,40.22786914229343,32.97330877992414,13.135101143043194,1573.6874070657495,37.20292484500753,28.652590720673132,1639.5429226314302
Liberia,2790.3,1064.715066989843,1.1929071681065948,0,64.7596019560925,30.536736944056944,22.633988979736547,0.29833589012060124,5.7682626125877805,2.696738829894316,31.203978576358594,1.0751532093323297,9.676378883990967,1064.715066989843,2.5663962675595258,15.444641496578749,64.7596019560925,33.233475773951255,53.837967556095144,1129.4746689459355,35.79987204151079,69.28260905267389,1234.5571500401202
Libya,5411.900000000001,301.19734380791715,271.670374273995,16.13241702081878,981.3312066449082,226.7126046440739,105.10794443219292,0.6258096074805924,11.377983883287712,1.009850567032397,10.468155692672607,11.271457344001183,101.44311609601064,301.19734380791715,283.5676412254768,128.95351700011713,981.3312066449082,227.7224552111063,115.57610012486552,1282.5285504528254,511.29009643658304,244.52961712498265,2038.3482640143911
Lithuania,3501.4,1048.4158082980848,0.3215971072873483,28.453668857538965,218.27805060510252,39.22134207599738,27.515627919013756,0.3926227007724072,1.805345508340759,8.515371739571158,108.36288754209994,5.997600959616153,28.68884433431745,1048.4158082980848,6.711820767675909,58.94785870019717,218.27805060510252,47.73671381556854,135.8785154611137,1266.6938589031874,54.448534583244445,194.82637416131087,1515.9687676477429
Luxembourg,450.5,508.9394742496489,0.010754051616121951,101.11043149595395,1432.2331207881805,68.04311463002085,87.28728177467117,1.559020359028003,1.72195128225349,28.297839475086477,272.1783301052431,5.5937846836847935,7.3264299994703155,508.9394742496489,7.163559094328918,110.15881277767775,1432.2331207881805,96.34095410510733,359.4656118799143,1941.1725950378293,103.50451319943625,469.62442465759204,2514.3015328948577
Macedonia,2010.5,602.1540222303084,35.51371430439051,42.41710704838149,382.691629907367,38.500463519914724,30.712150885072333,3.4014832649085216,46.787856647101194,4.500775255002596,57.26824446504066,10.693857249440438,93.20418647660588,602.1540222303084,49.609054818739466,182.40915017208857,382.691629907367,43.001238774917326,87.98039535011299,984.8456521376754,92.6102935936568,270.38954552220156,1347.8454912535337
Madagascar,15529.400000000001,1329.3784745843386,145.1143777035364,2.672656095479053,36.228931980305816,15.964353559914281,4.791235678024929,0.6192463486603138,11.705402902989794,0.206312521112774,2.386233358752021,2.7045475034450783,24.340927531005704,1329.3784745843386,148.43817155564182,38.71898652947455,36.228931980305816,16.170666081027058,7.17746903677695,1365.6074065646442,164.60883763666885,45.896455566251504,1576.1126997675644
Malawi,12005.8,804.132219191233,12.38865946854416,44.96630205146468,48.440828455885615,2.999509569157787,5.194222140419464,0.19661261421124587,3.7186010733895487,0.12078190454738198,1.6604888871411307,1.2493961252061505,11.244565126855356,804.132219191233,13.834668207961558,59.92946825170958,48.440828455885615,3.1202914737051692,6.854711027560596,852.5730476471186,16.954959681666725,66.78417927927018,936.3121866080555
Malaysia,23458.2,1240.588862711228,48.96730557042414,57.062272391570964,503.26157949654754,93.89900067295751,56.674393531618854,1.0042871497312176,13.228149157452169,2.4336901932464814,21.398394163376878,6.479610541303255,58.31649487172928,1240.588862711228,56.4512032614586,128.6069164207524,503.26157949654754,96.33269086620399,78.07278769499572,1743.8504422077758,152.7838941276626,206.67970411574817,2103.3140404511864
Maldives,273.5,221.84998721062613,4.218973979449622,8.70735835983338,813.4906138273551,160.82910816883975,89.02955434869045,0.009567441193048259,0,3.4106452840475256,51.60912849433978,1.0749542961608773,6.851801917723062,221.84998721062613,5.303495716803548,15.559160277556442,813.4906138273551,164.23975345288727,140.63868284303024,1035.3406010379813,169.54324916969082,156.19784312058667,1361.0816933282588
Mali,10701.0,1769.6190183796002,139.7992186358521,0.024446841717852972,54.79933551418543,10.918294630658266,5.669357227456012,0.2548268978774309,4.830560071822716,0.21430416716513748,2.546003324327919,5.513503410896178,49.6215306980656,1769.6190183796002,145.5675489446257,54.47653761160617,54.79933551418543,11.132598797823404,8.215360551783933,1824.4183538937857,156.7001477424491,62.6918981633901,2043.810399799625
Malta,391.0,74.13268983829896,9.833549539790384,7.011388957565109,1600.7150379214613,176.37134376160753,129.95297569343336,0.030878110414193867,0.5845734113797728,10.201501010681984,115.72215614221155,10.230179028132993,81.0084183122821,74.13268983829896,20.09460667833757,88.60438068122698,1600.7150379214613,186.57284477228953,245.6751318356449,1674.8477277597603,206.66745145062708,334.2795125168719,2215.7946917272593
Mauritania,2648.1,1261.9546089598216,78.10479166237464,0.012640449676822495,1036.8175404174142,84.57090623112389,30.43109355492153,0.6065262795687062,11.057735968370576,0.4093709486151886,4.453732118507355,5.664438654129376,50.979947887164386,1261.9546089598216,84.37575659607272,62.05032430521179,1036.8175404174142,84.98027717973908,34.884825673428885,2298.7721493772356,169.3560337758118,96.93514997864067,2565.063333131688
Mauritius,1199.6,371.89209329706534,8.364689118992413,3.3215949346903577,1238.8584164124213,215.26533630276398,103.8212395927991,0.55454300703315,6.891405525244342,3.9368997192092285,46.4613544177512,17.839279759919975,143.43548271786938,371.89209329706534,26.758511885945534,153.64848317780408,1238.8584164124213,219.20223602197322,150.2825940105503,1610.7505097094868,245.96074790791874,303.93107718835444,2160.6423348057597
Mexico,99810.4,840.0000596739369,86.70660735849604,88.13093786248345,661.1129915650776,84.91085192800286,59.61315095263425,1.3489575239383114,16.77142645303141,3.591365085133672,31.80945000422842,13.615815586351722,90.38919945228264,840.0000596739369,101.67138046878607,195.2915637677975,661.1129915650776,88.50221701313653,91.42260095686268,1501.1130512390143,190.1735974819226,286.7141647246602,1978.000813445597
Moldova,4051.3,983.2109488038532,90.00673876791323,29.55881855416541,55.67801188158661,13.220162709210253,4.6694402763842895,10.479702442248296,72.89031124843758,1.545805858948678,24.29113781210119,5.430355688297584,35.840186694966405,983.2109488038532,105.91679689845911,138.2893164975694,55.67801188158661,14.765968568158932,28.96057808848548,1038.8889606854398,120.68276546661805,167.24989458605486,1326.8216207381126
Mongolia,2409.3000000000006,1316.3227988481922,35.52619133654919,30.22759930411569,2207.8236228878854,53.56048113101221,52.71423903462256,1.4335089609344651,23.162744421383774,1.0656896802935563,15.431951765056938,3.7355248412401933,33.61972357116174,1316.3227988481922,40.69522513872385,87.01006729666122,2207.8236228878854,54.62617081130576,68.1461907996795,3524.1464217360776,95.32139595002961,155.1562580963407,3774.624075782448
Morocco,28961.900000000005,981.2971890925608,166.4143278245943,45.80342183570592,424.24062319455044,36.6754805062733,29.641309065688983,0.44169362879794594,1.5858770430757074,1.03012507461569,11.53988982442491,4.246958935705185,21.854282103087936,981.2971890925608,171.1029803890974,69.24358098186957,424.24062319455044,37.705605580888985,41.18119889011389,1405.5378122871111,208.8085859699864,110.42477987198346,1724.771178129081
Mozambique,18560.9,1022.597366073276,7.8569853328669925,6.246015734305517,61.83065612256835,9.257019900754223,6.594706174747209,0.016231727876606754,0.26355584224437656,0.06322879261770024,0.6536723952113616,0.3771368845260737,3.3942319607346634,1022.597366073276,8.250353945269673,9.903803537284556,61.83065612256835,9.320248693371923,7.248378569958571,1084.4280221958443,17.570602638641596,17.152182107243128,1119.150806941729
Myanmar,46626.5,1124.8498492073766,41.212400438724146,17.49201002153815,17.970578630555657,1.1255886985870314,1.2400524945714444,0.13140722856504827,2.2993054066180374,0.13163822857519034,1.7773316925194251,0.8793282789829818,7.913954510846836,1124.8498492073766,42.22313594627218,27.705269939003024,17.970578630555657,1.2572269271622218,3.0173841870908693,1142.8204278379324,43.480362873434395,30.722654126093897,1217.0234448374606
Namibia,1839.1,1169.362326463443,18.673384560437334,11.814414985219258,339.59231601314065,67.90067794387318,23.995478688471415,0.3047646342330848,5.5553819583631,0.4740061316569388,4.861470481513504,3.9693328258387255,35.72399543254853,1169.362326463443,22.947482020509145,53.09379237613088,339.59231601314065,68.37468407553011,28.85694916998492,1508.9546424765836,91.32216609603927,81.95074154611581,1682.2275501187387
Nepal,24707.0,944.6117125457233,113.78723866012598,8.340504823667645,94.90899572290122,9.762959820080804,12.260180225798122,0.0941694843570543,1.613012124687098,0.18700167545294813,2.9102534390113304,1.2142307847978306,10.928077063180474,944.6117125457233,115.09563892928088,20.881594011535217,94.90899572290122,9.949961495533751,15.170433664809453,1039.5207082686245,125.04560042481462,36.05202767634467,1200.618336369784
